City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,camargo,27.6667,-105.1667,15.68,60,51,9.7,MX,1710814043
285,gilgit,35.9221,74.3087,2.68,52,26,1.65,PK,1710814043
286,beloyarskiy,63.7119,66.6722,-8.24,88,100,5.82,RU,1710814043
287,varkaus,62.3153,27.873,-12.05,98,62,1.06,FI,1710814043
288,vernon,50.2581,-119.2691,13.85,45,8,1.05,CA,1710814043
289,bubaque,11.2833,-15.8333,24.52,68,2,6.47,GW,1710814043
290,quezon,7.7303,125.0989,30.83,47,99,1.41,PH,1710814044
291,bhachau,23.2833,70.35,24.03,30,23,3.58,IN,1710814044
292,smara,26.7384,-11.6719,20.25,42,0,2.25,EH,1710814038
293,agbabu,6.5886,4.8343,26.16,93,50,1.39,NG,1710814044
294,san luis,-33.295,-66.3356,20.85,83,70,4.59,AR,1710814004
295,san antonio de pale,-1.4014,5.6325,27.85,83,100,4.79,GQ,1710814044
296,zavodskoy,43.4597,132.2922,-0.23,92,75,0.0,RU,1710814044
297,severo-yeniseyskiy,60.3725,93.0408,-3.01,93,100,4.92,RU,1710814044
298,taroudant,30.4703,-8.877,19.97,20,0,1.73,MA,1710814044
299,tofol,5.3248,163.0078,28.88,79,75,1.54,FM,1710814044
300,oriximina,-1.7656,-55.8661,24.57,95,98,1.49,BR,1710814045
301,ancud,-41.8697,-73.8203,12.8,84,100,4.5,CL,1710814045
302,amahai,-3.3333,128.9167,30.58,57,65,1.2,ID,1710814045
303,sawakin,19.1059,37.3321,26.02,75,100,4.83,SD,1710814045
304,piti village,13.4626,144.6933,31.49,67,40,6.69,GU,1710814045
305,udachny,66.4167,112.4,-14.75,71,51,8.41,RU,1710814013
306,camalu,30.85,-116.0667,18.14,76,9,4.12,MX,1710814045
307,muli,2.9167,73.5667,28.47,69,1,4.1,MV,1710814045
308,guerrero negro,27.9769,-114.0611,17.28,64,7,5.9,MX,1710814045
309,minas de marcona,-15.2119,-75.1103,19.08,84,100,3.39,PE,1710814045
310,tosontsengel,48.7567,98.2839,-14.29,91,66,0.94,MN,1710814045
311,nuuk,64.1835,-51.7216,-8.66,92,100,3.6,GL,1710813840
312,fortuna,40.5982,-124.1573,12.74,92,100,0.89,US,1710814046
313,lerwick,60.1545,-1.1494,8.0,89,100,13.56,GB,1710814046
314,ust'-ilimsk,58.0006,102.6619,-0.31,83,100,3.13,RU,1710814046
315,bayanhongor,46.7167,100.1167,-14.47,74,6,0.44,MN,1710814046
316,walterboro,32.9052,-80.6668,15.0,35,0,5.14,US,1710814046
317,castillos,-34.1667,-53.8333,21.73,92,66,1.96,UY,1710814046
318,yekaterinoslavka,50.3734,129.1139,-9.13,76,19,2.36,RU,1710814046
319,haiku-pauwela,20.9219,-156.3051,25.01,66,20,8.23,US,1710814046
320,ayang-ni,38.2431,125.78,7.87,72,94,4.87,KP,1710814046
321,utrik,11.2278,169.8474,26.62,78,100,6.67,MH,1710814046
322,muroto-misakicho,33.2833,134.15,11.9,62,99,3.27,JP,1710814046
323,tianpeng,30.9866,103.9393,16.2,42,99,2.18,CN,1710814047
324,sao gabriel da cachoeira,-0.1303,-67.0892,25.65,84,88,1.12,BR,1710814047
325,inverell,-29.7833,151.1167,29.81,54,2,1.34,AU,1710814047
326,klyuchi,52.2667,79.1667,-3.43,84,100,4.53,RU,1710814047
327,energetik,51.7445,58.7934,-5.47,97,100,1.75,RU,1710814047
328,cabedelo,-6.9811,-34.8339,28.37,81,37,5.33,BR,1710813891
329,along,28.1667,94.7667,21.24,50,11,0.71,IN,1710814047
330,alofi,-19.0595,-169.9187,28.94,89,75,4.12,NU,1710814047
331,acapulco de juarez,16.8634,-99.8901,23.9,88,75,4.12,MX,1710813820
332,barra,-11.0894,-43.1417,26.32,61,98,1.44,BR,1710813954
333,urangan,-25.3,152.9,26.58,72,12,5.37,AU,1710814048
334,virginia,37.5481,-77.4467,8.35,36,75,7.2,US,1710813970
335,konarka,19.9,86.1167,22.22,75,50,2.81,IN,1710814048
336,hengshui,37.7322,115.7011,11.97,13,0,3.41,CN,1710814048
337,kingston,17.997,-76.7936,25.67,84,1,0.95,JM,1710814009
338,colonia,50.9333,6.95,9.98,83,100,1.28,DE,1710814048
339,saarijarvi,62.7049,25.254,-14.91,98,65,1.39,FI,1710814048
340,eydhafushi,5.1033,73.0708,28.19,70,63,3.97,MV,1710814048
341,betio village,1.358,172.9211,32.02,76,33,3.29,KI,1710814049
342,capo d'orlando,38.1435,14.7305,11.9,58,0,0.74,IT,1710813766
343,port lincoln,-34.7333,135.8667,20.46,66,99,6.86,AU,1710814049
344,tawau,4.2498,117.8871,29.07,74,11,2.68,MY,1710813980
345,mahina,-17.5065,-149.489,29.87,70,100,3.09,PF,1710814049
346,siverek,37.755,39.3167,7.92,93,100,4.43,TR,1710814049
347,aripuana,-9.1667,-60.6333,23.35,99,100,0.97,BR,1710814049
348,tashtyp,52.7939,89.8983,-1.16,82,55,1.0,RU,1710814049
349,sechura,-5.5569,-80.8222,25.8,67,75,4.28,PE,1710814049
350,tidjikja,18.5564,-11.4271,24.85,10,4,5.18,MR,1710814050
351,arys,42.4252,68.795,9.91,82,100,2.78,KZ,1710814050
352,codrington,-38.2667,141.9667,18.82,77,100,7.1,AU,1710814050
353,bogande,12.9714,-0.1436,26.22,13,66,4.48,BF,1710814050
354,fisterra,42.9049,-9.2629,9.3,79,100,3.04,ES,1710814050
355,nova sintra,14.8667,-24.7167,19.58,80,100,11.5,CV,1710814050
356,huaicheng,23.9051,112.1931,15.76,66,90,1.99,CN,1710813900
357,tual,-5.6667,132.75,28.39,79,42,6.13,ID,1710814039
358,kill devil hills,36.0307,-75.676,9.43,69,100,2.06,US,1710814050
359,porto novo,6.4965,2.6036,29.9,83,90,3.34,BJ,1710813971
360,goz beida,13.95,20.55,24.29,24,100,5.22,TD,1710814050
361,wanlaweyn,2.6185,44.8938,26.04,71,52,4.18,SO,1710814051
362,puyo,-1.4667,-77.9833,20.0,94,100,1.35,EC,1710814051
363,tabou,4.423,-7.3528,27.14,90,36,2.44,CI,1710814051
364,sittwe,20.15,92.9,26.25,58,1,1.88,MM,1710814051
365,moyynkum,44.2914,72.9469,8.76,56,60,1.9,KZ,1710814051
366,howrah,22.5892,88.3103,25.0,73,40,2.06,IN,1710814051
367,praia da vitoria,38.7333,-27.0667,14.86,87,20,10.67,PT,1710814051
368,lewistown,40.5992,-77.5714,1.77,79,100,5.66,US,1710813837
369,ondangwa,-17.9167,15.95,25.87,44,88,0.08,NA,1710814051
370,edwards,39.645,-106.5942,8.38,77,3,1.23,US,1710813807
371,melekeok village,7.4957,134.6367,27.43,83,100,5.57,PW,1710814052
372,carauari,-4.8828,-66.8958,23.13,98,100,1.3,BR,1710813754
373,midvagur,62.0511,-7.1939,7.46,100,100,10.29,FO,1710814052
374,sitka,57.0531,-135.33,7.94,81,100,2.57,US,1710814013
375,kristiansund,63.1115,7.732,6.36,52,75,2.57,NO,1710814052
376,nieuw amsterdam,5.8833,-55.0833,26.09,83,87,3.96,SR,1710814052
377,hemsby,52.6971,1.6918,10.79,94,83,5.81,GB,1710814052
378,kosh-agach,50.0,88.6667,-15.94,92,71,0.45,RU,1710814052
379,namsos,64.4662,11.4957,1.03,74,62,5.66,NO,1710814052
380,nakuru,-0.2833,36.0667,16.28,71,84,0.52,KE,1710814052
381,port moresby,-9.4431,147.1797,29.15,69,92,3.75,PG,1710814036
382,monywa,22.1167,95.1333,29.99,23,6,3.05,MM,1710814052
383,bonoua,5.2741,-3.595,28.79,88,21,2.04,CI,1710814053
384,kurmuk,10.55,34.2833,28.71,34,85,1.27,SD,1710814053
385,maxixe,-23.8597,35.3472,22.57,91,1,2.1,MZ,1710814053
386,yerofey pavlovich,53.9667,121.9667,-6.74,66,11,1.9,RU,1710814053
387,dame-marie,18.5667,-74.4167,25.37,79,1,0.88,HT,1710814053
388,muynoq,43.7683,59.0214,10.36,50,100,2.0,UZ,1710814053
389,sena madureira,-9.0656,-68.6569,23.35,98,84,1.27,BR,1710814053
390,crane,31.3974,-102.3501,12.49,47,75,5.47,US,1710814010
391,mejit,10.2753,170.8646,26.74,77,54,6.82,MH,1710814053
392,hadibu,12.65,54.0333,24.29,74,12,2.48,YE,1710814053
393,khao yoi,13.2403,99.8243,32.78,46,9,2.22,TH,1710814053
394,forster,-32.1667,152.5167,26.32,77,9,6.04,AU,1710814054
395,mokhsogollokh,61.4681,128.9203,-12.65,89,89,1.96,RU,1710814054
396,linqiong,30.4159,103.4609,15.36,56,86,2.01,CN,1710814054
397,ribeira brava,32.65,-17.0667,17.62,80,86,1.51,PT,1710814054
398,hilo,19.7297,-155.09,25.16,76,100,3.09,US,1710813813
399,bandon,51.7469,-8.7425,7.77,95,23,3.97,IE,1710814054
400,san patricio,28.017,-97.5169,19.35,56,44,4.99,US,1710814054
401,aleksandrov gay,50.147,48.5704,-4.83,93,15,2.75,RU,1710814054
402,ingeniero jacobacci,-41.3427,-69.5448,11.37,43,95,4.67,AR,1710814054
403,vyborg,60.7076,28.7528,-3.37,81,100,1.02,RU,1710814054
404,fort bragg,35.139,-79.006,13.75,25,100,8.75,US,1710814054
405,armacao de buzios,-22.7469,-41.8817,27.03,91,90,1.56,BR,1710813911
406,chos malal,-37.3781,-70.2709,16.77,26,100,1.22,AR,1710814054
407,christchurch,-43.5333,172.6333,16.34,51,20,4.12,NZ,1710813879
408,pimenta bueno,-11.6725,-61.1936,24.5,96,95,1.49,BR,1710813996
409,taroa,8.7058,171.2275,26.88,83,99,7.33,MH,1710814055
410,port augusta,-32.5,137.7667,25.04,50,4,8.58,AU,1710814055
411,natal,-5.795,-35.2094,27.36,89,20,2.06,BR,1710814015
412,nong khae,14.3406,100.8673,32.37,55,61,4.79,TH,1710814055
413,lensk,60.7253,114.9278,-2.9,92,100,6.32,RU,1710814055
414,nasice,45.4886,18.0878,7.08,75,100,2.21,HR,1710814055
415,miranda,3.2499,-76.2281,20.68,91,60,2.25,CO,1710814055
416,bafoulabe,13.8065,-10.8321,30.55,7,32,1.27,ML,1710814055
417,walvis bay,-22.9575,14.5053,18.38,73,96,2.76,NA,1710814055
418,tarakan,3.3,117.6333,28.72,74,40,3.09,ID,1710814055
419,huarmey,-10.0681,-78.1522,23.38,80,100,3.81,PE,1710814055
420,kudahuvadhoo,2.6708,72.8944,28.42,70,11,4.6,MV,1710814055
421,tindwari,25.6167,80.5333,24.04,13,89,0.55,IN,1710814056
422,vangviang,18.9333,102.45,33.17,42,23,1.52,LA,1710814056
423,anton lizardo,19.05,-95.9833,27.34,89,58,5.48,MX,1710814056
424,sisimiut,66.9395,-53.6735,-17.39,75,18,4.13,GL,1710814056
425,papao,-17.75,-149.55,29.82,76,99,3.23,PF,1710814056
426,manadhoo,5.7667,73.3833,28.17,76,74,4.13,MV,1710814056
427,olinda,-8.0089,-34.8553,29.85,74,75,5.14,BR,1710813768
428,maun,-19.9833,23.4167,22.05,60,0,4.35,BW,1710814031
429,morehead city,34.7229,-76.726,12.77,80,20,1.54,US,1710814056
430,satsuma,30.8532,-88.0561,13.08,52,100,4.86,US,1710813786
431,sinjai,-5.1241,120.253,29.48,71,100,2.51,ID,1710814039
432,inarajan village,13.2736,144.7484,31.54,76,61,7.7,GU,1710814056
433,kapit,2.0167,112.9333,26.59,89,97,0.96,MY,1710814057
434,manado,1.487,124.8455,30.43,70,40,2.57,ID,1710814057
435,lamarque,-39.423,-65.7021,18.36,20,96,1.96,AR,1710814057
436,puerto santa,-8.9906,-78.6456,22.26,84,96,3.5,PE,1710814057
437,noosa heads,-26.3833,153.15,25.19,72,12,4.33,AU,1710813963
438,leeton,-34.5667,146.4,32.16,35,1,6.27,AU,1710814057
439,malpica,43.3228,-8.8105,11.32,72,86,1.36,ES,1710814057
440,turpan,42.9333,89.1667,12.62,15,6,0.86,CN,1710814057
441,vetluga,57.8557,45.781,-11.24,96,71,2.16,RU,1710814057
442,jiamusi,46.8333,130.35,-3.26,65,100,1.34,CN,1710814057
443,bechar,31.6167,-2.2167,17.69,24,51,2.01,DZ,1710814057
444,talara,-4.5772,-81.2719,25.42,78,0,4.12,PE,1710814057
445,maine soroa,13.2114,12.0241,21.53,30,4,4.2,NE,1710814057
446,kenai,60.5544,-151.2583,0.64,72,75,3.09,US,1710814058
447,vadso,70.0744,29.7487,-2.51,86,100,6.69,NO,1710814058
448,mount gambier,-37.8333,140.7667,20.82,49,96,5.02,AU,1710814058
449,gadzhiyevo,69.2551,33.3362,-1.67,92,100,4.02,RU,1710814058
450,nanlong,31.3533,106.0631,15.32,63,100,1.33,CN,1710814058
451,edgewater,28.9889,-80.9023,22.84,95,100,0.0,US,1710813984
452,mulayjah,27.271,48.4242,24.61,54,100,3.47,SA,1710814058
453,salekhard,66.53,66.6019,-11.51,77,54,8.79,RU,1710814058
454,vila velha,-20.3297,-40.2925,26.97,92,40,2.57,BR,1710813941
455,marka,1.7159,44.7717,26.79,75,20,6.08,SO,1710814058
456,opuwo,-18.0607,13.84,22.6,56,21,1.71,NA,1710814059
457,salinas,36.6777,-121.6555,18.68,80,0,4.12,US,1710813876
458,berezovyy,51.6667,135.7,-4.87,63,92,0.87,RU,1710814059
459,ashoknagar,24.5667,77.7167,21.73,17,2,1.39,IN,1710814059
460,zalingei,12.9096,23.4741,23.15,28,95,6.19,SD,1710814059
461,chegdomyn,51.1167,133.0167,-10.07,79,100,1.26,RU,1710814059
462,rabaul,-4.1967,152.1721,27.85,81,82,4.8,PG,1710814059
463,kidal,18.4411,1.4078,20.32,14,2,5.21,ML,1710814059
464,cannonvale,-20.2833,148.7,28.66,67,75,6.62,AU,1710814059
465,bel ombre,-4.6167,55.4167,28.19,74,94,3.66,SC,1710814059
466,songea,-10.6833,35.65,16.92,99,81,0.99,TZ,1710814059
467,senica,48.6792,17.367,2.51,73,9,2.09,SK,1710814060
468,ad dilinjat,30.8279,30.5363,10.79,85,3,3.78,EG,1710814060
469,grantsville,40.5999,-112.4644,13.71,37,0,0.0,US,1710814060
470,alo,7.4178,6.7371,28.9,58,100,1.46,NG,1710814060
471,kolobrzeg,54.1757,15.5834,2.76,80,21,2.61,PL,1710814060
472,riti,7.9167,9.6167,26.97,15,100,2.47,NG,1710814060
473,thames,-37.1333,175.5333,20.21,30,10,4.89,NZ,1710814060
474,kayangel,8.0823,134.7173,27.44,83,73,7.24,PW,1710814060
475,greenland,43.0362,-70.8328,4.5,57,75,5.14,US,1710814060
476,saudarkrokur,65.7461,-19.6394,0.83,95,96,2.13,IS,1710814060
477,howard springs,-12.497,131.047,32.15,73,100,6.46,AU,1710814060
478,barysh,53.6553,47.1123,-12.38,98,88,1.99,RU,1710814061
479,pokhara,28.2333,83.9833,20.88,14,0,0.41,NP,1710814061
480,carrigaline,51.8117,-8.3986,7.86,100,20,3.6,IE,1710814061
481,yoloten,37.2989,62.3597,15.79,52,80,5.12,TM,1710814061
482,dawson creek,55.7666,-120.2362,7.8,57,0,5.66,CA,1710813932
483,kupang,-10.1667,123.5833,31.32,84,40,4.63,ID,1710814061
484,nishinoomote,30.7333,131.0,12.9,87,100,5.83,JP,1710814061
485,santa terezinha,-29.9002,-50.0904,23.85,94,69,6.46,BR,1710814061
486,presidente epitacio,-21.7633,-52.1156,28.55,56,81,1.21,BR,1710814061
487,fale old settlement,-9.3852,-171.2468,29.66,73,100,3.82,TK,1710814061
488,quepos,9.4236,-84.1652,28.05,82,100,0.12,CR,1710814061
489,flin flon,54.7682,-101.865,-3.92,85,100,6.76,CA,1710813789
490,kawm umbu,24.4767,32.9463,15.83,38,0,3.89,EG,1710814062
491,yung shue wan,22.2333,114.1167,20.34,81,100,0.89,HK,1710814062
492,ituango,7.1712,-75.764,18.71,97,62,0.67,CO,1710814062
493,tateyama,34.9833,139.8667,7.8,40,100,1.85,JP,1710814062
494,inhambane,-23.865,35.3833,23.14,89,1,2.22,MZ,1710814062
495,nikel,69.4128,30.222,-2.9,98,100,1.02,RU,1710814062
496,novyye burasy,52.1324,46.0714,-11.62,95,90,2.39,RU,1710814062
497,lospalos,-8.5186,127.0025,28.02,70,100,2.23,TL,1710814062
498,inirida,3.8653,-67.9239,26.73,81,47,1.21,CO,1710814062
499,khovd,48.0056,91.6419,-1.9,34,5,0.52,MN,1710814062
500,island harbour,50.724,-1.2758,11.85,89,81,3.13,GB,1710814062
501,greenville,35.6127,-77.3663,12.09,37,100,2.57,US,1710813998
502,maardu,59.4767,25.025,0.57,86,100,1.03,EE,1710813966
503,san jose temascatio,20.6833,-101.2667,26.42,13,79,3.3,MX,1710814062
504,temiskaming shores,47.4938,-79.7153,-8.11,78,97,3.04,CA,1710814062
505,petauke,-14.2426,31.3253,18.36,82,48,2.62,ZM,1710814062
506,puerto penasco,31.3167,-113.5333,19.65,52,0,4.2,MX,1710814063
507,al jawf,29.5,38.75,12.01,78,32,5.62,SA,1710814063
508,shar,49.5886,81.0453,-2.41,79,100,6.96,KZ,1710814063
509,monrovia,6.3005,-10.7969,26.81,92,2,3.45,LR,1710814063
510,gisborne,-38.6533,178.0042,15.37,58,33,9.21,NZ,1710813995
511,barpathar,26.3,93.8667,24.85,29,35,0.86,IN,1710814063
512,woolgoolga,-30.1106,153.2007,28.91,72,13,3.24,AU,1710814063
513,chul'man,56.8479,124.9104,-17.41,91,78,0.55,RU,1710814063
514,iwanai,42.9744,140.5089,-0.41,60,76,5.56,JP,1710814063
515,livingstone,-17.8419,25.8543,19.34,68,0,1.88,ZM,1710814063
516,passo fundo,-28.2628,-52.4067,21.46,92,84,1.76,BR,1710813990
517,waingapu,-9.6567,120.2641,29.03,73,15,2.02,ID,1710814063
518,agua dulce,18.1333,-94.1333,25.27,88,2,5.09,MX,1710814064
519,port douglas,-16.4833,145.4667,26.99,90,100,4.97,AU,1710814031
520,neyriz,29.1988,54.3278,15.56,52,100,2.96,IR,1710814064
521,angaur state,6.906,134.13,27.2,84,97,5.71,PW,1710814064
522,paka,4.6374,103.4368,28.3,72,37,2.52,MY,1710814064
523,charters towers,-20.1,146.2667,29.25,56,100,7.47,AU,1710814064
524,lumut,4.2323,100.6298,28.53,70,28,1.78,MY,1710814064
525,anna regina,7.2644,-58.5077,26.88,78,100,5.03,GY,1710814064
526,kati,12.7441,-8.0726,29.67,11,50,1.42,ML,1710814064
527,makokou,0.5738,12.8642,21.96,98,99,1.16,GA,1710814064
528,prokop'yevsk,53.9059,86.719,-6.24,73,49,2.42,RU,1710814064
529,chui,-33.6971,-53.4616,21.93,97,65,2.38,UY,1710813974
530,rio gallegos,-51.6226,-69.2181,6.71,67,97,2.04,AR,1710814064
531,brezina,33.0989,1.2608,15.76,29,56,2.82,DZ,1710814064
532,feijo,-8.1642,-70.3536,23.74,96,100,1.38,BR,1710813852
533,afif,23.9065,42.9172,18.58,69,100,6.07,SA,1710814065
534,port shepstone,-30.7414,30.455,21.77,89,100,6.46,ZA,1710814065
535,kuta,-8.7233,115.1723,30.0,79,20,3.13,ID,1710814065
536,lahij,13.1667,44.5833,20.66,91,17,2.33,YE,1710814065
537,port saint john's,-31.6229,29.5448,19.79,89,49,3.21,ZA,1710814065
538,santa cruz,-17.8,-63.1667,25.7,83,25,5.66,BO,1710814065
539,nadi,-17.8,177.4167,25.0,94,100,4.12,FJ,1710814053
540,maceio,-9.6658,-35.7353,26.69,94,40,1.54,BR,1710813914
541,unai,-16.3575,-46.9061,24.49,75,17,0.77,BR,1710813832
542,meadow lake,34.8014,-106.5436,10.73,50,85,5.39,US,1710814065
543,laguna,38.421,-121.4238,22.99,48,0,3.09,US,1710814029
544,sengkang,-4.1279,120.0297,32.06,58,100,0.67,ID,1710814065
545,antofagasta,-23.65,-70.4,19.6,82,57,0.32,CL,1710813954
546,al bayda',32.7627,21.7551,8.53,95,83,4.9,LY,1710814066
547,callao,-12.0667,-77.15,27.07,83,20,4.63,PE,1710814051
548,khash,28.2211,61.2158,17.52,40,84,0.94,IR,1710814066
549,vel'sk,61.0701,42.0983,-11.52,96,29,1.34,RU,1710814066
550,revelstoke,50.9832,-118.2023,9.17,95,2,0.82,CA,1710814066
551,goondiwindi,-28.55,150.3167,30.73,39,0,2.15,AU,1710814066
552,alesd,47.0667,22.4167,1.23,78,3,1.4,RO,1710814067
553,usogorsk,63.4106,48.6872,-6.3,78,100,4.69,RU,1710814067
554,regina,50.4501,-104.6178,4.99,77,20,5.66,CA,1710813989
555,tamandare,-8.7597,-35.1047,27.36,80,100,3.02,BR,1710814067
556,novoural'sk,57.2439,60.0839,-9.67,95,96,2.67,RU,1710814067
557,yuzhno-kurilsk,44.0306,145.8556,-5.35,83,100,13.64,RU,1710814067
558,sylva,58.0348,56.7635,-7.35,99,21,1.42,RU,1710814067
559,caleta de carquin,-11.0925,-77.6267,22.73,84,100,3.58,PE,1710814067
560,acarau,-2.8856,-40.12,26.38,87,100,3.02,BR,1710814067
561,sinabang,2.4803,96.3801,27.74,77,35,0.99,ID,1710814067
562,menongue,-14.6585,17.691,16.3,93,30,1.07,AO,1710814068
563,antsiranana,-12.2787,49.2917,24.17,87,38,2.39,MG,1710814068
564,puerto deseado,-47.7503,-65.8938,12.13,78,37,4.58,AR,1710814068
565,tarauaca,-8.1614,-70.7656,23.94,95,100,1.28,BR,1710813778
566,richards bay,-28.783,32.0377,22.38,92,100,3.54,ZA,1710814068
